263	10 
264	11 
265	3 11 
266	4 
267	5 
268	3 
269	3 
270	5 
271	2 
272	4 
273	8 
274	11 
275	9 
276	5 
277	11 
278	7 
279	8 
280	3 
281	8 
282	1 8 
283	2 8 
284	7 
285	5 
286	5 6 
287	11 
288	10 
289	4 
290	6 
291	1 
292	1 
293	1 
294	7 
295	2 6 
296	11 
297	11 
298	3 5 
299	6 
300	10 
301	7 
302	7 
303	1 
304	8 
305	7 
306	10 
307	1 
308	2 
309	4 
310	4 
311	11 
312	5 
313	6 
314	7 
315	7 
316	3 
317	5 
318	2 
319	3 
320	11 
321	6 
322	7 
323	10 
324	10 
325	10 
326	3 
327	2 
328	2 
329	7 
330	3 
331	10 
332	4 
333	2 
334	10 
335	11 
336	1 
337	5 
338	4 
339	7 
340	4 
341	7 
342	7 
343	10 
344	9 
345	4 
346	1 
347	8 
348	2 
349	6 
350	7 
351	2 10 
352	6 
353	6 
354	10 
355	3 
356	3 5 
357	7 
358	9 
359	1 
360	7 
361	5 
362	6 
363	1 6 
364	4 
365	1 
366	3 
367	2 
368	9 
369	2 
370	11 
371	4 
372	5 
373	9 
374	5 
375	6 
376	3 
377	7 
378	5 
379	5 
380	3 
381	2 
382	2 
383	2 9 
384	7 
385	2 
386	5 
387	7 
388	8 
389	4 
390	2 
391	11 
392	2 6 
393	9 
394	11 
395	1 
396	7 
397	2 5 
398	3 
399	1 
400	9 
401	1 
402	6 
403	6 
404	1 
405	9 
406	1 
407	4 
408	5 
409	8 
410	10 
411	10 
412	10 
413	9 
414	3 
415	4 
416	9 
417	8 
418	3 
419	4 
420	3 
421	7 
422	2 
423	9 
424	1 
425	2 
426	7 
427	3 
428	7 
429	5 
430	9 
431	4 
432	7 
433	8 
434	8 
435	3 
436	3 
437	8 9 
438	2 
439	1 
440	7 
441	5 
442	11 
443	3 
444	4 
445	2 
446	3 
447	5 
448	1 
449	3 
450	1 
451	8 10 
452	4 
453	10 
454	6 
455	6 
456	6 
457	3 
458	9 
459	11 
460	4 
461	5 
462	4 
463	6 
464	9 
465	5 
466	9 
467	6 
468	8 
469	8 
470	5 
471	8 
472	2 
473	9 
474	3 
475	6 
476	2 10 
477	3 
478	1 
479	4 
480	7 
481	1 
482	8 
483	3 
484	6 
485	1 
486	1 8 
487	9 
488	4 5 
489	4 
490	3 
491	8 
492	2 
493	2 
494	4 
495	5 
496	10 
497	3 
498	5 
499	10 
500	6 
501	7 
502	3 
503	6 
504	3 
505	3 
506	5 
507	7 
508	3 9 
509	4 
510	7 
511	6 
512	9 
513	10 
514	9 
515	3 
516	3 
517	7 11 
518	4 
519	5 
520	2 
521	8 
522	5 10 
523	6 
524	9 
525	5 
526	5 
527	6 
528	2 
529	3 
530	8 
531	1 
532	4 
533	9 
534	6 
535	9 
536	11 
537	6 
538	4 7 
539	2 
540	10 
541	10 
542	5 
543	8 
544	6 
545	9 
546	1 
547	7 
548	5 
549	9 
550	7 11 
551	7 
552	11 
553	7 
554	5 
555	5 
556	4 
557	3 
558	9 10 
559	1 
560	8 
561	6 
562	3 
563	8 
564	3 7 
565	7 11 
566	8 
567	10 
568	11 
569	2 6 
570	6 
571	10 
572	5 
573	3 
574	8 
575	1 
576	11 
577	10 
578	10 
579	7 
580	7 
581	6 
582	1 
583	1 
584	4 
585	7 
586	8 9 
587	3 
588	8 
589	1 
590	8 
591	3 
592	3 
593	3 6 
594	11 
595	7 
596	10 
597	6 
598	9 
599	6 
600	10 
601	7 
602	8 
603	8 
604	3 
605	11 
606	4 5 
607	6 
608	2 10 
609	7 
610	10 
611	2 11 
612	1 
613	11 
614	9 
615	1 
616	5 
617	8 
618	10 
619	1 2 
620	3 
621	9 
622	1 
623	1 
624	7 
625	9 
626	6 
627	2 
628	8 
629	10 
630	11 
631	3 
632	3 
633	11 
634	11 
635	11 
636	5 
637	11 
638	2 11 
639	3 
640	8 
641	9 
642	11 
643	10 
644	6 
645	2 
646	8 9 
647	9 
648	6 
649	9 
650	11 
651	4 
652	9 
653	8 
654	3 
655	7 
656	9 
657	1 
658	4 
659	9 
660	3 
661	8 
662	10 
663	6 
664	8 
665	6 
666	10 
667	9 
668	2 
669	7 
670	5 
671	2 
672	10 
673	2 
674	11 
675	1 
676	8 
677	1 
678	11 
679	7 
680	11 
681	4 
682	7 
683	4 
684	7 
685	1 
686	4 
687	8 
688	2 
689	3 
690	10 
691	1 
692	1 
693	5 
694	11 
695	7 
696	8 
697	6 10 
698	11 
699	5 
700	6 10 
701	6 
702	5 
703	1 
704	6 
705	3 
706	4 
707	8 10 
708	7 
709	4 8 
710	11 
711	8 
712	5 
713	5 
714	4 
715	8 
716	1 
717	7 
718	11 
719	4 
720	7 
721	8 
722	9 
723	10 
724	9 
725	1 
726	4 
727	4 
728	3 
729	3 4 
730	8 
731	2 9 
732	3 
733	11 
734	7 
735	11 
736	1 
737	6 
738	7 
739	11 
740	9 
741	5 
742	3 
743	5 7 
744	2 
745	5 
746	10 
747	3 
748	3 
749	5 
750	1 
751	11 
752	11 
753	6 
754	9 
755	6 
756	7 
757	5 
758	11 
759	6 
760	2 
761	5 
762	10 
763	6 
764	11 
765	1 
766	5 
767	8 
768	8 
769	3 
770	5 
771	1 7 
772	4 
773	6 
774	2 
775	10 
776	7 
777	9 
778	9 
779	8 
780	7 
781	6 
782	5 
783	10 
784	4 6 
785	11 
786	6 
787	1 6 
788	1 
789	5 7 
790	7 
791	9 
792	7 
793	10 
794	8 
795	2 
796	8 
797	4 
798	3 
799	7 
800	5 
801	8 
802	8 
803	1 6 
804	8 
805	10 
806	3 
807	7 
808	1 
809	3 
810	4 
811	3 
812	9 
813	1 11 
814	2 
815	5 
816	3 
817	8 
818	8 9 
819	1 
820	2 
821	8 
822	2 
823	1 
824	7 
825	2 
826	3 8 
827	3 6 
828	5 
829	8 
830	6 11 
831	8 
832	3 
833	4 
834	10 11 
835	6 
836	2 10 
837	11 
838	9 
839	7 9 
840	7 
841	2 
842	5 
843	4 
844	3 
845	1 
846	9 
847	9 10 
848	9 
849	4 
850	9 10 
851	7 
852	2 
853	6 
854	11 
855	7 
856	6 
857	11 
858	10 
859	5 
860	9 
861	8 
862	4 
863	1 11 
864	2 
865	3 
866	8 
867	2 
868	8 
869	7 
870	4 
871	7 10 
872	4 
873	5 
874	5 
875	10 
876	6 
877	11 
878	5 
879	8 11 
880	2 
881	2 
882	10 
883	2 
884	4 
885	5 
886	9 
887	5 
888	4 
889	11 
890	3 
891	3 
892	8 
893	5 
894	4 
895	9 
896	8 
897	8 
898	8 
899	5 
900	1 
901	6 10 
902	8 
903	1 9 
904	11 
905	8 
906	11 
907	5 
908	9 
909	3 
910	1 
911	10 
912	2 
913	4 
914	5 
915	5 
916	11 
917	1 
918	11 
919	2 
920	1 
921	11 
922	7 
923	2 
924	4 
925	2 5 
926	10 
927	9 
928	10 
929	8 
930	3 
931	9 
932	4 
933	9 
934	6 
935	7 
936	10 
937	10 
938	11 
939	10 
940	4 
941	4 
942	10 
943	1 
944	6 
945	8 
946	6 
947	6 
948	10 
949	10 
950	2 
951	8 
952	3 
953	1 
954	4 
955	5 8 
956	4 
957	11 
958	1 
959	3 8 
960	8 
961	1 
962	3 6 
963	9 
964	9 
965	3 
966	11 
967	5 
968	11 
969	4 
970	8 10 
971	6 
972	2 
973	10 
974	2 
975	5 7 
976	9 11 
977	9 
978	6 
979	4 
980	3 
981	9 
982	8 
983	4 
984	5 
985	8 
986	1 
987	6 
988	7 
989	1 
990	5 
991	5 
992	8 
993	10 
994	2 
995	11 
996	2 
997	4 11 
998	5 
999	2 
1000	4 
